1	what was the name of the plane lindbergh flew solo across the atlantic ?
4	what is the oldest city in the united states ?
3	which president was unmarried ?
1	what was president lyndon johnson 's reform program called ?
1	what is hawaii 's state flower ?
5	what is the atomic weight of silver ?
4	where is the grand canyon ?
1	what is the longest bone in the human body ?
1	what is the name given to the tiger at louisiana state university ?
5	for how long is an elephant pregnant ?
0	what are coral reefs ?
1	what kind of dog was toto in the wizard of oz ?
1	what is the major fault line near kentucky ?
4	where is the volcano mauna loa ?
0	what does cc in engines mean ?
0	what is mold ?
1	what is the most frequently spoken language in the netherlands ?
1	what is the name of the satellite that the soviet union sent into space in 1957 ?
5	what year was mozart born ?
3	who discovered x rays ?
5	how fast is alcohol absorbed ?
5	when was ulysses s grant born ?
3	who invented trivial pursuit ?
4	where is the euphrates river ?
1	what is foot and mouth disease ?
4	what new york city structure is also known as the twin towers ?
0	what is a thermometer ?
3	who killed john f kennedy ?
1	in what spacecraft did u s astronaut alan shepard make his historic 1961 flight ?
4	what river in the us is known as the big muddy ?
0	what is valentine 's day ?
4	what country did ponce de leon come from ?
4	what imaginary line is halfway between the north and south poles ?
3	who invented the slinky ?
5	what year did the titanic start on its journey ?
0	what are triglycerides ?
3	who invented the hula hoop ?
4	what planet has the strongest magnetic field of all the planets ?
5	when is father 's day ?
0	what is nanotechnology ?
3	what is the name of the leader of ireland ?
5	how many great lakes are there ?
3	who is the tallest man in the world ?
3	who invented the instant polaroid camera ?
5	how long is the columbia river in miles ?
0	what are spider veins ?
0	what is supernova ?
0	what is an eclipse ?
5	how many liters in a gallon ?
0	what is angiotensin ?
5	when did north carolina enter the union ?
0	what is a biosphere ?
0	what is mardi gras ?
0	what are quaaludes ?
5	how far away is the moon ?
3	who wrote `` the divine comedy '' ?
0	what are pathogens ?
0	what is cryptography ?
3	who was the first u s president to appear on tv ?
3	what was w c fields ' real name ?
5	what year did the nfl go on strike ?
1	what color is a poison arrow frog ?
1	what color does litmus paper turn when it comes into contact with a strong acid ?
5	when was the first stamp issued ?
4	what is the largest city in the u s ?
4	where was the first golf course in the united states ?
4	where is the shawnee national forest ?
5	during which season do most thunderstorms occur ?
0	why does the moon turn orange ?
0	what does the word fortnight mean ?
4	what city 's newspaper is called `` the star '' ?
1	what precious stone is a form of pure carbon ?
0	what is a panic disorder ?
5	what year did oklahoma become a state ?
4	what is the rainiest place on earth ?
0	what is amitriptyline ?
0	what do meteorologists do ?
1	what monastery was raided by vikings in the late eighth century ?
5	what year did the milwaukee braves become the atlanta braves ?
3	who was the first man to fly across the pacific ocean ?
3	who founded american red cross ?
1	what is a baby lion called ?
1	what are the colors of the german flag ?
0	what is the effect of volcanoes on the climate ?
5	what is the murder rate in windsor , ontario ?
3	what french ruler was defeated at the battle of waterloo ?
0	what is compounded interest ?
0	how did janice joplin die ?
5	when was the telephone invented ?
0	what are amphibians ?
0	what is an annuity ?
1	what is the only artery that carries blue blood from the heart to the lungs ?
3	who was the abolitionist who led the raid on harper 's ferry in 1859 ?
5	when was rosa parks born ?
4	where is milan ?
4	where are the rocky mountains ?
4	where is prince edward island ?
3	who is a german philosopher ?
5	when was hiroshima bombed ?
1	what currency does luxembourg use ?
0	what is hybridization ?
3	what chain store is headquartered in bentonville , arkansas ?
0	what is a carcinogen ?
1	what is natural gas composed of ?
3	who was president in 1913 ?
0	what does a defibrillator do ?
0	what is autism ?
1	what is the scientific name for elephant ?
0	what is the moulin rouge ?
1	what are the spots on dominoes called ?
1	what is a group of turkeys called ?
0	what is nicotine ?
1	what is a group of frogs called ?
0	what is cholesterol ?
0	what is pectin ?
0	what is a micron ?
1	what is the smallest bird in britain ?
0	what is phosphorus ?
1	what is the illinois state flower ?
1	what are the two types of twins ?
1	what is the sales tax in minnesota ?
5	how wide is the milky way galaxy ?
0	what is an antigen ?
1	what instrument did glenn miller play ?
0	what is caffeine ?
0	what are polymers ?
0	what is dianetics ?
3	who invented the calculator ?
5	when was algeria colonized ?
5	what year did the united states abolish the draft ?
5	what is the population of nigeria ?
4	what is the capital of persia ?
5	how many gallons of water are there in a cubic foot ?
3	who discovered oxygen ?
5	what is the temperature of the sun 's surface ?
4	what is the deepest lake in the us ?
2	what does the acronym nasa stand for ?
0	what is pulmonary fibrosis ?
1	what do bats eat ?
0	what are semiconductors ?
1	what color is indigo ?
0	why is the sun yellow ?
1	what are the animals that don 't have backbones called ?
5	the sun 's core , what is the temperature ?
3	who developed the vaccination against polio ?
4	what city is also known as `` the gateway to the west '' ?
0	what is the ph scale ?
1	what were christopher columbus ' three ships ?
5	when did elvis presley die ?
0	what is pneumonia ?
1	what is the criterion for being legally blind ?
1	what was the most popular toy in 1957 ?
5	how far is it from denver to aspen ?
5	what is the length of the coastline of the state of alaska ?
4	in which state would you find the catskill mountains ?
5	what is the population of australia ?
0	what is bipolar disorder ?
0	what does `` sitting shiva '' mean ?
5	what is the average life span for a chicken ?
1	what does a barometer measure ?
4	where is john wayne airport ?
0	what is strep throat ?
0	how do you measure earthquakes ?
4	which country gave new york the statue of liberty ?
0	what is cryogenics ?
0	what is ursa major ?
0	what are solar cells ?
4	where is perth ?
5	what is the speed hummingbirds fly ?
0	what is e coli ?
3	who is the congressman from state of texas on the armed forces committee ?
4	what is the national park in utah ?
3	george bush purchased a small interest in which baseball team ?
0	what is the milky way ?
1	what is the name of william penn 's ship ?
1	name a food high in zinc
5	when were william shakespeare 's twins born ?
0	what is amoxicillin ?
4	what hemisphere is the philippines in ?
5	what is the melting point of copper ?
1	what breed of hunting dog did the beverly hillbillies own ?
5	what is the depth of the nile river ?
1	what is the heaviest naturally occurring element ?
5	what is the width of a football field ?
3	what baseball team was the first to make numbers part of their uniform ?
5	what is the conversion rate between dollars and pounds ?
5	when was the boston tea party ?
4	what province is montreal in ?
4	what is the location of lake champlain ?
4	what river flows between fargo , north dakota and moorhead , minnesota ?
1	what 's the easiest way to remove wallpaper ?
3	who invented the telephone ?
5	what year did the u s buy alaska ?
0	what is the esophagus used for ?
0	what is a fuel cell ?
5	how cold should a refrigerator be ?
3	which u s a president appeared on `` laugh in '' ?
5	what is susan b anthony 's birthday ?
5	how tall is the gateway arch in st louis , mo ?
1	material called linen is made from what plant ?
5	what year was the mona lisa painted ?
5	how many admirals are there in the u s navy ?
5	how old was elvis presley when he died ?
0	what is ozone depletion ?
1	what is the source of natural gas ?
5	when did hawaii become a state ?
0	what is solar wind ?
1	what color is yak milk ?
5	how old do you have to be in order to rent a car in italy ?
3	who is the governor of alaska ?
0	what are capers ?
3	what is the name of neil armstrong 's wife ?
5	how much of an apple is water ?
0	what is an atom ?
0	what is epilepsy ?
5	when is st patrick 's day ?
0	what is metabolism ?
5	what is the distance in miles from the earth to the sun ?
0	what are ethics ?
0	what does target heart rate mean ?
3	who was elected president of south africa in 1994 ?
1	what currency is used in algeria ?
3	what is the name of the chocolate company in san francisco ?
4	which country has the most water pollution ?
3	who was the 23rd president of the united states ?
1	what birthstone is turquoise ?
5	how far is pluto from the sun ?
4	what county is phoenix , az in ?
5	developing nations comprise what percentage of the world 's population ?
0	what is a thyroid ?
4	what state did the battle of bighorn take place in ?
4	where is the mall of the america ?
3	who wrote the hymn `` amazing grace '' ?
1	what is australia 's national flower ?
5	what date did neil armstrong land on the moon ?
4	what is the location of the sea of tranquility ?
5	what is the life expectancy for crickets ?
4	what is the capital of zimbabwe ?
5	when is hurricane season in the caribbean ?
0	what is hypertension ?
1	what is the state flower of michigan ?
4	which mountain range in north america stretches from maine to georgia ?
0	what is an obtuse angle ?
5	how many feet in a mile ?
1	what fruit is melba sauce made from ?
0	what is acupuncture ?
5	what is the average weight of a yellow labrador ?
4	where is the little league museum ?
1	what kind of gas is in a fluorescent bulb ?
1	what was the first satellite to go into space ?
5	how far is a nautical mile ?
1	what is another name for vitamin b1 ?
0	what is influenza ?
1	what is the primary language in iceland ?
0	what is propylene glycol ?
0	what is sonar ?
4	what is the capital of ethiopia ?
3	what did jesse jackson organize ?
5	how old was joan of arc when she died ?
0	what is home equity ?
0	why is a ladybug helpful ?
4	what is the street address of the white house ?
0	what is the spirometer test ?
1	what are cigarettes made of ?
5	what is the population of seattle ?
4	where is hitler buried ?
1	what was the name of the first u s satellite sent into space ?
5	when was the first kidney transplant ?
4	what u s state 's motto is `` live free or die '' ?
0	what is viscosity ?
5	how much fiber should you have per day ?
0	what is a shaman ?
5	what is the elevation of st louis , mo ?
0	what is severance pay ?
3	who won ms american in 1989 ?
1	what is the most common eye color ?
5	what is the life expectancy of a dollar bill ?
1	what is the statue of liberty made of ?
4	where is the tallest roller coaster located ?
5	what is the percentage of water content in the human body ?
1	what do you call a professional map drawer ?
4	what canadian city has the largest population ?
5	what is the earth 's diameter ?
4	where is the mason dixon line ?
0	what is pilates ?
5	when did the hindenberg crash ?
4	what planet is known as the `` red '' planet ?
3	who was the 22nd president of the us ?
1	what is plastic made of ?
3	who is duke ellington ?
1	what metal has the highest melting point ?
4	what river runs through rowe , italy ?
5	when was abraham lincoln born ?
3	who was the first female united states representative ?
0	what is neuropathy ?
4	where do apple snails live ?
4	what continent is argentina on ?
4	what is the brightest star ?
0	what is nuclear power ?
0	what is foreclosure ?
1	what is the ohio state bird ?
0	what are aborigines ?
4	where is the holland tunnel ?
4	where is the eiffel tower ?
0	what is the difference between am radio stations and fm radio stations ?
3	who was the first african american to play for the brooklyn dodgers ?
4	what soviet seaport is on the black sea ?
3	who is the prime minister of canada ?
5	what is the population of china ?
1	what is pastrami made of ?
5	when is the summer solstice ?
3	who was the first woman killed in the vietnam war ?
5	what year did the titanic sink ?
5	how much does the human adult female brain weigh ?
4	where is the orinoco river ?
0	what is the effect of acid rain ?
3	who was abraham lincoln ?
5	when was lyndon b johnson born ?
1	what color is a giraffe 's tongue ?
0	what is myopia ?
0	what is mad cow disease ?
0	what is rheumatoid arthritis ?
5	what is the world 's population ?
0	what is desktop publishing ?
3	who was the first vice president of the u s ?
1	what is the money they use in zambia ?
0	what is genocide ?
5	what is the date of mexico 's independence ?
4	what is the capital of yugoslavia ?
4	where did howard hughes die ?
0	what is neurology ?
1	what was fdr 's dog 's name ?
0	what are antacids ?
0	what is vertigo ?
1	what did edward binney and howard smith invent in 1903 ?
1	what is maryland 's state bird ?
5	when was the first liver transplant ?
5	when was thomas jefferson born ?
1	what is the proper name for a female walrus ?
4	where is the savannah river ?
0	what is relative humidity ?
4	what county is modesto , california in ?
1	name a stimulant
0	what is a prism ?
0	what are invertebrates ?
5	what is the melting point of gold ?
0	what is bandwidth ?
2	what does i v stand for ?
4	what are canada 's two territories ?
1	what do you call a newborn kangaroo ?
1	what is the longest major league baseball winning streak ?
0	what is acetic acid ?
5	what is the sales tax rate in new york ?
0	what is diabetes ?
3	what position did willie davis play in baseball ?
5	when did idaho become a state ?
1	what is another astronomic term for the northern lights ?
0	what causes gray hair ?
0	what is an earthquake ?
0	what are sunspots ?
2	what does cpr stand for ?
0	what is nepotism ?
5	what year did wwii begin ?
0	what is naproxen ?
0	what is fibromyalgia ?
3	who painted the ceiling of the sistine chapel ?
4	where are the national archives ?
5	what date was dwight d eisenhower born ?
4	where on the body is a mortarboard worn ?
3	who was the first us president to ride in an automobile to his inauguration ?
3	who discovered america ?
3	what is the oldest university in the us ?
0	what is die casting ?
2	what does usps stand for ?
5	what is the gestation period for a cat ?
1	what colors need to be mixed to get the color pink ?
4	where are the british crown jewels kept ?
0	what is a parasite ?
1	what is the electrical output in madrid , spain ?
1	what currency do they use in brazil ?
3	who was galileo ?
1	what do you call a word that is spelled the same backwards and forwards ?
3	who discovered radium ?
0	what is muscular dystrophy ?
0	what is done with worn or outdated flags ?
4	where is the volcano olympus mons located ?
0	what is an ulcer ?
1	what is a mirror made out of ?
5	how many hearts does an octopus have ?
0	what is cerebral palsy ?
2	what does the technical term isdn mean ?
0	why in tennis are zero points called love ?
5	what day and month did john lennon die ?
1	what mineral helps prevent osteoporosis ?
3	who is the actress known for her role in the movie `` gypsy '' ?
5	how tall is the sears building ?
0	what is fungus ?
1	what is the name of roy roger 's dog ?
0	what is bio diversity ?
5	mexican pesos are worth what in u s dollars ?
1	the u s department of treasury first issued paper currency for the u s during which war ?
5	what was the last year that the chicago cubs won the world series ?
0	what is bangers and mash ?
4	what city has the zip code of 35824 ?
3	who is the only president to serve 2 non consecutive terms ?
5	what is the temperature at the center of the earth ?
1	what type of currency is used in australia ?
5	what is the average body temperature ?
3	which comedian 's signature line is `` can we talk '' ?
1	what is the birthstone for june ?
5	what is the speed of light ?
0	what is carbon dioxide ?
0	what is schizophrenia ?
3	what american composer wrote the music for `` west side story '' ?
3	who was the first american to walk in space ?
4	what body of water are the canary islands in ?
0	what is peyote ?
5	how old was the youngest president of the united states ?
5	when is the official first day of summer ?
5	how much does water weigh ?
5	how far is the service line from the net in tennis ?
5	how fast is sound ?
4	in the late 1700 's british convicts were used to populate which colony ?
3	who was the first african american to win the nobel prize in literature ?
3	who developed the macintosh computer ?
4	what peninsula is spain part of ?
1	what type of polymer is used for bulletproof vests ?
5	what year did mussolini seize power in italy ?
5	when did john f kennedy get elected as president ?
0	what is acetaminophen ?
0	what is acid rain ?
5	what is the average speed of the horses at the kentucky derby ?
4	what city had a world fair in 1900 ?
0	what does ciao mean ?
0	what is leukemia ?
0	what is the chunnel ?
5	how fast is the speed of light ?
5	how often does old faithful erupt at yellowstone national park ?
5	what year did the andy griffith show begin ?
5	mercury , what year was it discovered ?
4	what state has the least amount of rain per year ?
0	what are enzymes ?
1	what is the most popular sport in japan ?
0	what is osteoporosis ?
5	when was the first wal mart store opened ?
5	when was president kennedy shot ?
4	what is the largest city in the world ?
0	what are xerophytes ?
1	what gasses are in the troposphere ?
4	in poland , where do most people live ?
1	what is the birthstone of october ?
3	who was the first prime minister of canada ?
3	what is shakespeare 's nickname ?
4	what is the longest suspension bridge in the u s ?
2	what is tmj ?
4	what french province is cognac produced in ?
3	who lived in the neuschwanstein castle ?
3	who was the first woman governor in the u s ?
0	what does phi beta kappa mean ?
0	what is poliomyelitis ?
1	what is the active ingredient in baking soda ?
0	what is a tsunami ?
4	what continent is egypt on ?
4	what city 's newspaper is called `` the enquirer '' ?
1	what are the two houses of the legislative branch ?
4	what are the twin cities ?
3	who was the first governor of alaska ?
4	what is the highest dam in the u s ?
4	where is the lourve ?
2	what does nasa stand for ?
0	what are platelets ?
4	what state is the geographic center of the lower 48 states ?
1	what currency does argentina use ?
5	how long did rip van winkle sleep ?
0	what is quicksilver ?
2	what does the abbreviation sos mean ?
4	what strait separates north america from asia ?
1	what is a baby turkey called ?
4	what is the fourth highest mountain in the world ?
4	what is the capital of mongolia ?
2	what is the abbreviation for texas ?
3	what was j f k 's wife 's name ?
0	what is phenylalanine ?
0	what is sodium chloride ?
5	how many pounds in a ton ?
0	what are pediatricians ?
1	what primary colors do you mix to make orange ?
0	what is teflon ?
0	what is wimbledon ?
1	what is the colorful korean traditional dress called ?
5	what year did canada join the united nations ?
3	who was the first person to reach the north pole ?
5	what is the diameter of a golf ball ?
5	what is the population of venezuela ?
0	what does your spleen do ?
1	what is new york 's state bird ?
3	what person 's head is on a dime ?
0	what is semolina ?
5	how much was a ticket for the titanic ?
1	what color are crickets ?
1	what was the name of the plane lindbergh flew solo across the atlantic ?
4	what is the oldest city in the united states ?
3	which president was unmarried ?
1	what was president lyndon johnson 's reform program called ?
1	what is hawaii 's state flower ?
5	what is the atomic weight of silver ?
4	where is the grand canyon ?
1	what is the longest bone in the human body ?
1	what is the name given to the tiger at louisiana state university ?
5	for how long is an elephant pregnant ?
0	what are coral reefs ?
1	what kind of dog was toto in the wizard of oz ?
1	what is the major fault line near kentucky ?
4	where is the volcano mauna loa ?
0	what does cc in engines mean ?
0	what is mold ?
1	what is the most frequently spoken language in the netherlands ?
1	what is the name of the satellite that the soviet union sent into space in 1957 ?
5	what year was mozart born ?
3	who discovered x rays ?
5	how fast is alcohol absorbed ?
5	when was ulysses s grant born ?
3	who invented trivial pursuit ?
4	where is the euphrates river ?
1	what is foot and mouth disease ?
4	what new york city structure is also known as the twin towers ?
0	what is a thermometer ?
3	who killed john f kennedy ?
1	in what spacecraft did u s astronaut alan shepard make his historic 1961 flight ?
4	what river in the us is known as the big muddy ?
0	what is valentine 's day ?
4	what country did ponce de leon come from ?
4	what imaginary line is halfway between the north and south poles ?
3	who invented the slinky ?
5	what year did the titanic start on its journey ?
0	what are triglycerides ?
3	who invented the hula hoop ?
4	what planet has the strongest magnetic field of all the planets ?
5	when is father 's day ?
0	what is nanotechnology ?
3	what is the name of the leader of ireland ?
5	how many great lakes are there ?
3	who is the tallest man in the world ?
3	who invented the instant polaroid camera ?
5	how long is the columbia river in miles ?
0	what are spider veins ?
0	what is supernova ?
0	what is an eclipse ?
5	how many liters in a gallon ?
0	what is angiotensin ?
5	when did north carolina enter the union ?
0	what is a biosphere ?
0	what is mardi gras ?
0	what are quaaludes ?
5	how far away is the moon ?
3	who wrote `` the divine comedy '' ?
0	what are pathogens ?
0	what is cryptography ?
3	who was the first u s president to appear on tv ?
3	what was w c fields ' real name ?
5	what year did the nfl go on strike ?
1	what color is a poison arrow frog ?
1	what color does litmus paper turn when it comes into contact with a strong acid ?
5	when was the first stamp issued ?
4	what is the largest city in the u s ?
4	where was the first golf course in the united states ?
4	where is the shawnee national forest ?
5	during which season do most thunderstorms occur ?
0	why does the moon turn orange ?
0	what does the word fortnight mean ?
4	what city 's newspaper is called `` the star '' ?
1	what precious stone is a form of pure carbon ?
0	what is a panic disorder ?
5	what year did oklahoma become a state ?
4	what is the rainiest place on earth ?
0	what is amitriptyline ?
0	what do meteorologists do ?
1	what monastery was raided by vikings in the late eighth century ?
5	what year did the milwaukee braves become the atlanta braves ?
3	who was the first man to fly across the pacific ocean ?
3	who founded american red cross ?
1	what is a baby lion called ?
1	what are the colors of the german flag ?
0	what is the effect of volcanoes on the climate ?
5	what is the murder rate in windsor , ontario ?
3	what french ruler was defeated at the battle of waterloo ?
0	what is compounded interest ?
0	how did janice joplin die ?
5	when was the telephone invented ?
0	what are amphibians ?
0	what is an annuity ?
1	what is the only artery that carries blue blood from the heart to the lungs ?
3	who was the abolitionist who led the raid on harper 's ferry in 1859 ?
5	when was rosa parks born ?
4	where is milan ?
4	where are the rocky mountains ?
4	where is prince edward island ?
3	who is a german philosopher ?
5	when was hiroshima bombed ?
1	what currency does luxembourg use ?
0	what is hybridization ?
3	what chain store is headquartered in bentonville , arkansas ?
0	what is a carcinogen ?
1	what is natural gas composed of ?
3	who was president in 1913 ?
0	what does a defibrillator do ?
0	what is autism ?
1	what is the scientific name for elephant ?
0	what is the moulin rouge ?
1	what are the spots on dominoes called ?
1	what is a group of turkeys called ?
0	what is nicotine ?
1	what is a group of frogs called ?
0	what is cholesterol ?
0	what is pectin ?
0	what is a micron ?
1	what is the smallest bird in britain ?
0	what is phosphorus ?
1	what is the illinois state flower ?
1	what are the two types of twins ?
1	what is the sales tax in minnesota ?
5	how wide is the milky way galaxy ?
0	what is an antigen ?
1	what instrument did glenn miller play ?
0	what is caffeine ?
0	what are polymers ?
0	what is dianetics ?
3	who invented the calculator ?
5	when was algeria colonized ?
5	what year did the united states abolish the draft ?
5	what is the population of nigeria ?
4	what is the capital of persia ?
5	how many gallons of water are there in a cubic foot ?
3	who discovered oxygen ?
5	what is the temperature of the sun 's surface ?
4	what is the deepest lake in the us ?
2	what does the acronym nasa stand for ?
0	what is pulmonary fibrosis ?
1	what do bats eat ?
0	what are semiconductors ?
1	what color is indigo ?
0	why is the sun yellow ?
1	what are the animals that don 't have backbones called ?
5	the sun 's core , what is the temperature ?
3	who developed the vaccination against polio ?
4	what city is also known as `` the gateway to the west '' ?
0	what is the ph scale ?
1	what were christopher columbus ' three ships ?
5	when did elvis presley die ?
0	what is pneumonia ?
1	what is the criterion for being legally blind ?
1	what was the most popular toy in 1957 ?
5	how far is it from denver to aspen ?
5	what is the length of the coastline of the state of alaska ?
4	in which state would you find the catskill mountains ?
5	what is the population of australia ?
0	what is bipolar disorder ?
0	what does `` sitting shiva '' mean ?
5	what is the average life span for a chicken ?
1	what does a barometer measure ?
4	where is john wayne airport ?
0	what is strep throat ?
0	how do you measure earthquakes ?
4	which country gave new york the statue of liberty ?
0	what is cryogenics ?
0	what is ursa major ?
0	what are solar cells ?
4	where is perth ?
5	what is the speed hummingbirds fly ?
0	what is e coli ?
3	who is the congressman from state of texas on the armed forces committee ?
4	what is the national park in utah ?
3	george bush purchased a small interest in which baseball team ?
0	what is the milky way ?
1	what is the name of william penn 's ship ?
1	name a food high in zinc
5	when were william shakespeare 's twins born ?
0	what is amoxicillin ?
4	what hemisphere is the philippines in ?
5	what is the melting point of copper ?
1	what breed of hunting dog did the beverly hillbillies own ?
5	what is the depth of the nile river ?
1	what is the heaviest naturally occurring element ?
5	what is the width of a football field ?
3	what baseball team was the first to make numbers part of their uniform ?
5	what is the conversion rate between dollars and pounds ?
5	when was the boston tea party ?
4	what province is montreal in ?
4	what is the location of lake champlain ?
4	what river flows between fargo , north dakota and moorhead , minnesota ?
1	what 's the easiest way to remove wallpaper ?
3	who invented the telephone ?
5	what year did the u s buy alaska ?
0	what is the esophagus used for ?
0	what is a fuel cell ?
5	how cold should a refrigerator be ?
3	which u s a president appeared on `` laugh in '' ?
5	what is susan b anthony 's birthday ?
5	how tall is the gateway arch in st louis , mo ?
1	material called linen is made from what plant ?
5	what year was the mona lisa painted ?
5	how many admirals are there in the u s navy ?
5	how old was elvis presley when he died ?
0	what is ozone depletion ?
1	what is the source of natural gas ?
5	when did hawaii become a state ?
0	what is solar wind ?
1	what color is yak milk ?
5	how old do you have to be in order to rent a car in italy ?
3	who is the governor of alaska ?
0	what are capers ?
3	what is the name of neil armstrong 's wife ?
5	how much of an apple is water ?
0	what is an atom ?
0	what is epilepsy ?
5	when is st patrick 's day ?
0	what is metabolism ?
5	what is the distance in miles from the earth to the sun ?
0	what are ethics ?
0	what does target heart rate mean ?
3	who was elected president of south africa in 1994 ?
1	what currency is used in algeria ?
3	what is the name of the chocolate company in san francisco ?
4	which country has the most water pollution ?
3	who was the 23rd president of the united states ?
1	what birthstone is turquoise ?
5	how far is pluto from the sun ?
4	what county is phoenix , az in ?
5	developing nations comprise what percentage of the world 's population ?
0	what is a thyroid ?
4	what state did the battle of bighorn take place in ?
4	where is the mall of the america ?
3	who wrote the hymn `` amazing grace '' ?
1	what is australia 's national flower ?
5	what date did neil armstrong land on the moon ?
4	what is the location of the sea of tranquility ?
5	what is the life expectancy for crickets ?
4	what is the capital of zimbabwe ?
5	when is hurricane season in the caribbean ?
0	what is hypertension ?
1	what is the state flower of michigan ?
4	which mountain range in north america stretches from maine to georgia ?
0	what is an obtuse angle ?
5	how many feet in a mile ?
1	what fruit is melba sauce made from ?
0	what is acupuncture ?
5	what is the average weight of a yellow labrador ?
4	where is the little league museum ?
1	what kind of gas is in a fluorescent bulb ?
1	what was the first satellite to go into space ?
5	how far is a nautical mile ?
1	what is another name for vitamin b1 ?
0	what is influenza ?
1	what is the primary language in iceland ?
0	what is propylene glycol ?
0	what is sonar ?
4	what is the capital of ethiopia ?
3	what did jesse jackson organize ?
5	how old was joan of arc when she died ?
0	what is home equity ?
0	why is a ladybug helpful ?
4	what is the street address of the white house ?
0	what is the spirometer test ?
1	what are cigarettes made of ?
5	what is the population of seattle ?
4	where is hitler buried ?
1	what was the name of the first u s satellite sent into space ?
5	when was the first kidney transplant ?
4	what u s state 's motto is `` live free or die '' ?
0	what is viscosity ?
5	how much fiber should you have per day ?
0	what is a shaman ?
5	what is the elevation of st louis , mo ?
0	what is severance pay ?
3	who won ms american in 1989 ?
1	what is the most common eye color ?
5	what is the life expectancy of a dollar bill ?
1	what is the statue of liberty made of ?
4	where is the tallest roller coaster located ?
5	what is the percentage of water content in the human body ?
1	what do you call a professional map drawer ?
4	what canadian city has the largest population ?
5	what is the earth 's diameter ?
4	where is the mason dixon line ?
0	what is pilates ?
5	when did the hindenberg crash ?
4	what planet is known as the `` red '' planet ?
3	who was the 22nd president of the us ?
1	what is plastic made of ?
3	who is duke ellington ?
1	what metal has the highest melting point ?
4	what river runs through rowe , italy ?
5	when was abraham lincoln born ?
3	who was the first female united states representative ?
0	what is neuropathy ?
4	where do apple snails live ?
4	what continent is argentina on ?
4	what is the brightest star ?
0	what is nuclear power ?
0	what is foreclosure ?
1	what is the ohio state bird ?
0	what are aborigines ?
4	where is the holland tunnel ?
4	where is the eiffel tower ?
0	what is the difference between am radio stations and fm radio stations ?
3	who was the first african american to play for the brooklyn dodgers ?
4	what soviet seaport is on the black sea ?
3	who is the prime minister of canada ?
5	what is the population of china ?
1	what is pastrami made of ?
5	when is the summer solstice ?
3	who was the first woman killed in the vietnam war ?
5	what year did the titanic sink ?
5	how much does the human adult female brain weigh ?
4	where is the orinoco river ?
0	what is the effect of acid rain ?
3	who was abraham lincoln ?
5	when was lyndon b johnson born ?
1	what color is a giraffe 's tongue ?
0	what is myopia ?
0	what is mad cow disease ?
0	what is rheumatoid arthritis ?
5	what is the world 's population ?
0	what is desktop publishing ?
3	who was the first vice president of the u s ?
1	what is the money they use in zambia ?
0	what is genocide ?
5	what is the date of mexico 's independence ?
4	what is the capital of yugoslavia ?
4	where did howard hughes die ?
0	what is neurology ?
1	what was fdr 's dog 's name ?
0	what are antacids ?
0	what is vertigo ?
1	what did edward binney and howard smith invent in 1903 ?
1	what is maryland 's state bird ?
5	when was the first liver transplant ?
5	when was thomas jefferson born ?
